epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
259,0.83866096,0.08192848,0.20160618,0.09229213,2600.0,-8.866946,0.5,13000.0,0.4
260,0.83865756,0.08194973,0.20163518,0.09243688,2610.0,-8.309341,0.6,13050.0,0.36
261,0.83865076,0.08189439,0.2016118,0.09266021,2620.0,-7.1154165,0.6,13100.0,0.5
262,0.8386685,0.08184327,0.20160171,0.092812665,2630.0,-7.190451,0.6,13150.0,0.5
263,0.83866364,0.08187184,0.20158629,0.092991285,2640.0,-12.682932,0.5,13200.0,0.48
264,0.8386933,0.08188979,0.20160721,0.09312119,2650.0,-8.356722,0.6,13250.0,0.42
265,0.83868766,0.08192322,0.20158912,0.093238,2660.0,-6.096289,0.7,13300.0,0.52
266,0.8387185,0.08187077,0.2015726,0.09338164,2670.0,-10.610987,0.4,13350.0,0.48
267,0.8387151,0.08187873,0.20154108,0.09359309,2680.0,-11.704813,0.5,13400.0,0.48
268,0.8386955,0.0818665,0.2015406,0.093721084,2690.0,-10.065549,0.5,13450.0,0.44
269,0.8387397,0.08185744,0.20155638,0.09403935,2700.0,-11.539664,0.4,13500.0,0.34
270,0.838748,0.08181782,0.20157124,0.094257094,2710.0,-11.0326395,0.5,13550.0,0.36
271,0.8388016,0.08183422,0.20155044,0.0945674,2720.0,-9.9335575,0.7,13600.0,0.36
